Jobtitle,City,Date,Skills,Salary,Candidates,Copy
desarrollador android,Madrid,2022-09-12,"['android', 'kotlin']",30000.0,21,2022-11-27
software engi,Bizkaia,2022-11-03,"['jpa', 'java', 'hibernate', 'mysql', 'spring']",no disponible,1,2022-11-27
analista programador/a java full stack,Online,2022-09-27,"['java', 'jsf', 'spring']",no disponible,15,2022-11-27
containers engineer (cis),Madrid,2022-09-15,"['chef', 'circleci', 'terraform', 'ansible', 'puppet', 'devops jenkins', 'git', 'dynatrace', 'gocd', 'helm']",no disponible,9,2022-11-27
desarrollador senior ruby on rails,Online,2022-09-29,"['ruby', 'ruby on rails']",54000.0,12,2022-11-27
sw validation responsibl,Madrid,2022-09-27,"['python', 'testing']",no disponible,16,2022-11-27
desarrollador fullstack,Madrid,2022-09-29,"['javascript', 'c#', 'angularjs']",no disponible,6,2022-11-27
sap scpi software engi,Málaga,2022-10-13,['sap'],no disponible,4,2022-11-27
desarrollador react nativ,Barcelona,2022-10-07,"['java', 'reactjs', 'objectivec', 'kotlin']",49500.0,6,2022-11-27
product manager iot,Barcelona,2022-10-13,"['iot', 'product management']",no disponible,5,2022-11-27
especialista en cables con inglés,Madrid,2022-10-13,"['usb', 'fibra optica']",no disponible,2,2022-11-27
programme director it,Barcelona,2022-10-13,['programme management'],no disponible,3,2022-11-27
analista programador (java o php),Barcelona,2022-11-03,"['scrum', 'confluence', 'java', 'html5', 'kanban', 'php', 'css', 'javascript', 'jira']",no disponible,11,2022-11-27
senior cloud engi,Barcelona,2022-09-12,"['gcp', 'aws']",46500.0,3,2022-11-27
desarrollador .net,Valencia,2022-09-29,"['c#', '.net']",no disponible,5,2022-11-27
sysadmin devops cloud administrato,Barcelona,2022-09-12,"['gcp', 'aws', 'linux']",36000.0,23,2022-11-27
full stack (node + angular),Madrid,2022-10-07,"['nodejs', 'angularjs']",no disponible,10,2022-11-27
analista de datos,Madrid,2022-11-03,"['sql', 'bi', 'etl']",no disponible,10,2022-11-27
desarrollador react nativ,Madrid,2022-09-12,"['reactjs', 'swift', 'kotlin']",31500.0,7,2022-11-27
desarrollador frontend senior angula,Barcelona,2022-09-29,"['api', 'angularjs']",no disponible,8,2022-11-27
ingeniero eléctrico hardwa,Málaga,2022-09-29,"['altium', 'hardware']",no disponible,1,2022-11-27
consultor funcional erp,Barcelona,2022-10-28,['erp'],49500.0,14,2022-11-27
junior brand mana,Barcelona,2022-10-28,['marketing'],no disponible,6,2022-11-27
junior develop,Sevilla,2022-11-03,"['software', 'desarrollo']",no disponible,64,2022-11-27
react/nodejs developer - remoto,Bizkaia,2022-10-13,"['reactjs', 'nodejs']",no disponible,9,2022-11-27
responsable de marketi,Barcelona,2022-10-28,"['marketing', 'office']",40500.0,20,2022-11-27
técnico/a de seguridad,Madrid,2022-10-28,"['parcheado', 'seguridad', 'incidencias', 'fine tunning', 'versionado', 'casb', 'automatizaciones', 'dlp']",no disponible,11,2022-11-27
.net developer remoto,Bizkaia,2022-10-13,"['c#', '.net']",no disponible,7,2022-11-27
data engi,Madrid,2022-11-03,"['data', 'etl']",no disponible,1,2022-11-27
desarrollador .net senio,Valencia,2022-11-03,"['.net', 'visual studio', 'git', 'ci/cd', 'azure', 'c#']",37500.0,3,2022-11-27
desarrollador java senio,Valencia,2022-11-03,"['java', 'spring', 'mysql']",40500.0,0,2022-11-27
programador/a de visión artificial,Valencia,2022-09-27,"['python', 'cplusplus', 'c#']",no disponible,17,2022-11-27
desarrollador php senio,Online,2022-11-03,"['symfony', 'mysql', 'bbdd', 'tailwind', 'git', 'sass', 'laravel', 'html5', 'vuejs', 'php', 'css', 'javascript']",39000.0,19,2022-11-27
principal software engi,Dubái,2022-10-21,"['reactjs', 'j2ee', 'angularjs', 'java', 'spring']",no disponible,9,2022-11-27
senior java developer (m/w/d) 100%remo,Online,2022-09-30,"['java', 'spring']",no disponible,17,2022-11-27
técnico de sistemas,Bizkaia,2022-10-14,"['odoo', 'android', 'linux', 'windows']",28500.0,56,2022-11-27
programador junior backend,Madrid,2022-10-14,"['pgsql', 'python', 'html5', 'mysql', 'php', 'css']",no disponible,180,2022-11-27
especialista de explotación it,Madrid,2022-09-26,"['unix', 'control m', 'zos']",no disponible,21,2022-11-27
trade & product marketing technicia,Madrid,2022-09-26,['marketing'],no disponible,1,2022-11-27
analista orgánico (java/spring),Barcelona,2022-09-26,"['java', 'spring']",no disponible,0,2022-11-27
3d c++ sw develop,Online,2022-09-26,"['cplusplus', '3d']",33000.0,21,2022-11-27
solution/product ow,Madrid,2022-09-26,"['weblogic', 'webservices']",no disponible,7,2022-11-27
desarrollador java - francés,Madrid,2022-09-26,['java'],no disponible,8,2022-11-27
product design lead fintech,Madrid,2022-07-13,['product design'],86000.0,2,2022-11-27
responsable automatizació,Bizkaia,2022-09-26,['electronica'],no disponible,11,2022-11-27
desarrollador .net,Murcia,2022-10-09,"['reactjs', 'sql server', 'microservicios', 'angularjs', 'git', 'mariadb', 'mysql', '.net']",27000.0,26,2022-11-27
instalador/a de fibra óptica,A Coruña,2022-07-27,"['fibra optica', 'router', 'windows']",no disponible,29,2022-11-27
técnico de sistemas it,Barcelona,2022-11-04,"['ios', 'android', 'windows', 'veeam backup', 'microsoft 365', 'vmware', 'office']",17000.0,25,2022-11-27
desarrollador senior ios,Madrid,2022-07-27,"['objective c', 'ios', 'swift']",no disponible,13,2022-11-27
sysadmin para cloud privado,Madrid,2022-08-10,"['vmwware', 'kubernetes']",no disponible,5,2022-11-27
técnico de soporte de softwa,Madrid,2022-07-27,"['soporte', 'microinformatica']",25500.0,88,2022-11-27
backend develop,Barcelona,2022-07-27,"['java', 'nodejs']",34500.0,25,2022-11-27
servicenow consultant/expert/preventa,Madrid,2022-07-27,"['itil', 'servicenow']",58500.0,4,2022-11-27
analista programador business central,Sevilla,2022-07-27,['business central'],no disponible,7,2022-11-27
it asset management lead - onsi,Barcelona,2022-07-27,"['windows', 'excel', 'tableau']",no disponible,5,2022-11-27
consultor/a ciberseguridad y sistemas,Madrid,2022-07-27,"['ciberseguridad', 'linux', 'windows']",39000.0,34,2022-11-27
frontend,Online,2022-08-10,['frontend'],59500.0,92,2022-11-27
devops (remoto) azu,Online,2022-08-10,"['linux', 'azure']",57000.0,21,2022-11-27
desarrollador c++,Madrid,2022-08-10,"['cplusplus', 'matlab']",28500.0,5,2022-11-27
fullstack java,Madrid,2022-08-10,"['java', 'spring']",28500.0,7,2022-11-27
ingeniero/a del segmento terrestre aiv,Madrid,2022-08-17,"['python', 'linux', 'shell scripting']",no disponible,14,2022-11-27
tecnico/a junior seguridad perimetral,Asturias,2022-08-10,"['seguridad', 'tcp/ip']",no disponible,60,2022-11-27
ténico de qa tester junio,Murcia,2022-10-07,"['qa', 'git', 'sql', 'java', 'tester']",no disponible,82,2022-11-27
programador oracle develop,Madrid,2022-10-07,"['php', 'python', 'oracle forms', 'pl/sql', 'sql', 'oracle reports', 'postgresql', 'oracle', 'oracle bi publisher']",no disponible,22,2022-11-27
técnico soporte pl/sq sin experiencia,Madrid,2022-10-07,"['sql', 'oracle', 'pl/sql']",19500.0,26,2022-11-27
ingeniero de redes y seguridad,Madrid,2022-10-07,"['cisco', 'ccna']",no disponible,21,2022-11-27
técnico/administrador de sistemas,Valencia,2022-10-07,"['backup', 'san', 'dell emc', 'hp', 'vmware', 'veeam', 'fortinet', 'firewall', 'watchguard', 'sonicwall', 'switching']",no disponible,46,2022-11-27
desarrollador/a linux empotrado,Valencia,2022-10-07,"['linux', 'python', 'cplusplus', 'c', 'html5', 'javascript']",no disponible,14,2022-11-27
business analys,Madrid,2022-08-24,"['sql', 'tableau', 'etl']",33000.0,18,2022-11-27
service desk a,Barcelona,2022-08-24,"['itil', 'windows']",no disponible,21,2022-11-27
ground segment aiv mana,Madrid,2022-08-24,"['ingenieria de software', 'ingenieria de sistemas']",no disponible,11,2022-11-27
desarrollador java con spri,Madrid,2022-08-24,"['java', 'spring']",no disponible,9,2022-11-27
developer abap-fiori/ui5,Barcelona,2022-08-24,"['fiori', 'abap']",no disponible,5,2022-11-27
administrador/a sistemas sector espacio,Madrid,2022-08-24,"['linux', 'windows']",no disponible,55,2022-11-27
desarrollador de softwa,Madrid,2022-08-24,"['java', 'linux', 'cplusplus']",45000.0,18,2022-11-27
consultor sap fi,Almería,2022-08-24,['sap'],no disponible,25,2022-11-27
analista funcional cobol / db2,Online,2022-11-04,"['cobol', 'db2']",no disponible,41,2022-11-27
técnico de sistemas (rhel),Madrid,2022-11-04,"['ansible', 'active directory', 'ovm', 'windows server', 'satellite', 'rhel', 'olvm', 'red hat enterprise linux']",no disponible,24,2022-11-27
project manager híbrido,Madrid,2022-11-04,"['agile', 'project manager']",no disponible,7,2022-11-27
qa tester pruebas manuales y auto,Barcelona,2022-11-04,"['qa', 'tester']",no disponible,15,2022-11-27
fullstack java angular híbrido,Barcelona,2022-11-04,"['java', 'angularjs']",no disponible,1,2022-11-27
técnico/a de diseño y marketi,Bizkaia,2022-11-04,"['indesign', 'photoshop', 'premiere', 'illustrator']",no disponible,2,2022-11-27
soc l2 analyst/consultant híbrido,Barcelona,2022-11-04,"['ids', 'siem', 'waf', 'nids', 'firewall', 'hids', 'ips']",no disponible,0,2022-11-27
consultor/a sap fi,Barcelona,2022-08-24,['sap'],no disponible,1,2022-11-27
analista de datos - 100% remoto,Madrid,2022-09-28,"['sql', 'data studio', 'tableu']",no disponible,24,2022-11-27
prácticas ingeniería de ciberseguridad,Barcelona,2022-11-04,['ciberseguridad'],no disponible,10,2022-11-27
site reliability engi,Barcelona,2022-11-04,"['go', 'python', 'cplusplus', 'c', 'rust']",no disponible,2,2022-11-27
analista programador microservicios wso2,Online,2022-10-14,"['linux', 'json', 'wso2', 'api', 'microservicios', 'scripting', 'javascript']",36000.0,13,2022-11-27
desarrollador android (java),Madrid,2022-10-21,"['java', 'android']",34500.0,7,2022-11-27
devops engi,Online,2022-10-23,"['cloud', 'ansible', 'devops']",39000.0,23,2022-11-27
head of trade marketi,Madrid,2022-11-04,['marketing'],no disponible,8,2022-11-27
product and quality engi,Sevilla,2022-11-04,"['quality', 'electronic', 'sap']",no disponible,2,2022-11-27
responsable de calidad,Navarra,2022-11-04,['calidad'],no disponible,1,2022-11-27
analista programador absis java remoto,Online,2022-10-23,"['absis', 'java', 'oracle', 'javascript', 'spring']",no disponible,5,2022-11-27
it desarrollador/a front end híbrido,Madrid,2022-10-21,"['html', 'bootstrap', 'javascript', 'css']",no disponible,9,2022-11-27
analista programador .net,Madrid,2022-07-20,"['c#', '.net']",no disponible,16,2022-11-27
ingeniero/a v&v para espacio,Madrid,2022-09-26,"['linux', 'jira', 'testing', 'git']",no disponible,9,2022-11-27
qa + tes,Valladolid,2022-10-28,"['youtrack', 'jira']",18500.0,13,2022-11-27
prácticas big data and analytics (i&d),Valencia,2022-09-30,"['python', 'c', 'spark', 'scala', 'java']",no disponible,213,2022-11-27
oracle database rac/guard (teletrabajo),Online,2022-10-23,['oracle'],no disponible,9,2022-11-27
técnico de informático,Málaga,2022-10-21,"['software', 'windows', 'hardware']",no disponible,105,2022-11-27
desarrollador full-stack,Online,2022-10-28,"['sqlserver', 'slim', 'propel', 'mysql', 'git', 'angularjs', 'laravel', 'jquery', 'extjs', 'php', 'javascript']",no disponible,73,2022-11-27
it project manager junior (consultoría),Barcelona,2022-09-27,['pmp'],27000.0,57,2022-11-27
administrador de sistemas,Valencia,2022-09-20,"['vmware', 'linux', 'windows server']",no disponible,63,2022-11-27
programador .n,Madrid,2022-10-28,"['sql', '.net', 'visual studio']",no disponible,11,2022-11-27
consultor/a normativa ciberseguridad,Madrid,2022-09-26,"['iso 27001', 'ciberseguridad', 'isms']",no disponible,29,2022-11-27
técnico it - help desk 2,Madrid,2022-10-07,"['service now', 'service desk', 'jira']",no disponible,65,2022-11-27
desarrollador .net/ azure/json/apires,Online,2022-09-30,"['dml', 'ddl', 'google workspace', 'docker', 'azure', 'postgresql', 'rest', '.net']",no disponible,50,2022-11-27
product #developer c++ q,Gipuzkoa,2022-09-28,['cplusplus'],no disponible,10,2022-11-27
mantenimiento estaciones (electrónica),Castellón,2022-10-07,"['electronica', 'windows']",24000.0,19,2022-11-27
sw developer java/microservicios(remoto),Online,2022-09-30,"['bitbucket..', 'swagger', 'mongodb', 'kubernetes', 'oauth', 'api', 'docker', 'java', 'mockito', 'git', 'jenkins', 'openid connect', 'github', 'junit']",34500.0,12,2022-11-27
it project mana,Barcelona,2022-09-27,"['pm', 'project manager']",39000.0,26,2022-11-27
desarrollador/a senior microservicios,Online,2022-09-22,"['spring', 'microservicios']",no disponible,20,2022-11-27
it suppo,Barcelona,2022-09-05,"['sql', 'linux']",21000.0,63,2022-11-27
responsable it,Navarra,2022-10-27,"['abas', 'sage x3', 'office 365']",no disponible,7,2022-11-27
jefe de proyecto (page technology),Zaragoza,2022-09-27,"['kanban', 'scrum', '.net']",39000.0,13,2022-11-27
bi senior analys,Madrid,2022-09-27,"['power bi', 'tableau']",66000.0,8,2022-11-27
ingeniero/a de ciberseguridad,Barcelona,2022-10-27,['ciberseguridad'],no disponible,2,2022-11-27
content and social media manager (m/f),Barcelona,2022-10-06,['marketing digital'],no disponible,16,2022-11-27
ingeniero/a de software en galileo,Madrid,2022-09-27,"['python', 'cplusplus', 'c', 'java']",no disponible,14,2022-11-27
marketing mana,Barcelona,2022-10-21,"['marketing', 'meta ads', 'seo', 'sem', 'google ads']",no disponible,11,2022-11-27
administrador sistemas y redes,Barcelona,2022-10-27,"['sophos', 'fortinet']",no disponible,16,2022-11-27
senior sre devops team lead,Valencia,2022-10-06,"['aws', 'sqs', 's3', 'sns']",no disponible,1,2022-11-27
técnico ciberseguridad (h/m),Bizkaia,2022-10-21,['ciberseguridad'],no disponible,4,2022-11-27
it project manager sap (retail),Online,2022-10-21,"['pmp', 'sap']",43500.0,10,2022-11-27
ci engi,Granada,2022-09-20,"['selenium', 'fitnesse', 'puppet']",no disponible,3,2022-11-27
desarrollador senior .net core angula,Madrid,2022-09-30,"['.net', 'angularjs']",36000.0,5,2022-11-27
engineering lead php,Málaga,2022-09-27,['php'],52500.0,18,2022-11-27
data solutions analys,Madrid,2022-10-27,"['power bi', 'data', 'tableau']",no disponible,17,2022-11-27
investigador senior ciberseguridad,Gipuzkoa,2022-10-27,['ciberseguridad'],no disponible,0,2022-11-27
tech lead java remoto,Madrid,2022-10-06,['java'],46500.0,2,2022-11-27
data science machine learni,Madrid,2022-09-27,"['python', 'machine learning']",43500.0,38,2022-11-27
administrador cloud engi,Madrid,2022-10-21,"['aws', 'azure']",49500.0,10,2022-11-27
arquitecto software .net,Madrid,2022-10-21,"['c#', '.net']",59500.0,4,2022-11-27
.net azure develop,Madrid,2022-09-27,"['.net', 'azure']",36000.0,5,2022-11-27
arquitecto software .net,Madrid,2022-10-27,['.net'],42000.0,4,2022-11-27
senior system administrato,Madrid,2022-09-20,"['active directory', 'veam backup']",no disponible,27,2022-11-27
ingeniero devops (h/m),Zaragoza,2022-10-21,"['kubernetes', 'docker']",no disponible,0,2022-11-27
consultor implantación softwa,Madrid,2022-09-20,['software'],33000.0,22,2022-11-27
desarrollador fullstack react + node js,Valencia,2022-10-21,"['reactjs', 'nodejs']",no disponible,9,2022-11-27
desarrollador de drivers c/c++,Madrid,2022-09-20,"['cplusplus', 'c']",no disponible,17,2022-11-27
técnico/a de sistemas,Álava,2022-09-27,"['sharepoint', 'active directory', 'windows']",no disponible,9,2022-11-27
técnico/a de sat,Valencia,2022-10-27,"['electronica', 'wifi']",no disponible,9,2022-11-27
it team lead (cliente final),Barcelona,2022-10-06,['erp'],no disponible,9,2022-11-27
senior java develop,Barcelona,2022-10-21,"['java', 'spring']",no disponible,1,2022-11-27
react developer - 100% remo,Madrid,2022-10-21,"['html', 'reactjs', 'javascript', 'css']",no disponible,17,2022-11-27
desarrollador .net co,Barcelona,2022-10-06,['.net'],no disponible,4,2022-11-27
arquitecto azure inglés alto,Madrid,2022-10-27,"['azure', 'devops']",54000.0,1,2022-11-27
senior bi data analys,Madrid,2022-09-27,"['bi', 'azure', 'etl']",66000.0,15,2022-11-27
java developers,Madrid,2022-09-26,"['java', 'scrum', 'kanban']",no disponible,1,2022-11-27
analista crm adobe campai,Madrid,2022-10-27,['adobe campaign'],39000.0,1,2022-11-27
data scienc,Madrid,2022-10-21,"['sql', 'r', 'machine learning', 'python']",40500.0,12,2022-11-27
consultor bi (h/m),Bizkaia,2022-10-27,"['sql', 'power bi', 'etl']",no disponible,8,2022-11-27
cybersecurity engi,Málaga,2022-09-20,['ciberseguridad'],no disponible,18,2022-11-27
ingeniero de servicio (sai),Zaragoza,2022-09-27,"['electronica', 'sai', 'office']",no disponible,1,2022-11-27
desarrollador java/xml,Madrid,2022-09-30,"['java', 'xml']",36000.0,14,2022-11-27
sap sd business analys,Barcelona,2022-10-21,['sap'],no disponible,2,2022-11-27
responsable del dato,Madrid,2022-10-06,"['power bi', 'business inteligence']",66000.0,13,2022-11-27
ingeniero de datos azu,Madrid,2022-09-27,"['python', 'scala', 'azure']",43500.0,9,2022-11-27
coordinador de servicios de drones,Pontevedra,2022-09-05,['drones'],24000.0,17,2022-11-27
director/a it,Madrid,2022-09-27,"['php', 'html', 'javascript', 'css']",no disponible,13,2022-11-27
programador .n,Valencia,2022-10-21,"['c#', '.net']",no disponible,5,2022-11-27
php senior develop,Barcelona,2022-09-05,"['php', 'laravel', 'symfony']",no disponible,14,2022-11-27
desarrollador php magento,Sevilla,2022-10-06,"['php', 'magento']",no disponible,3,2022-11-27
it engineer - devops/cloud,Málaga,2022-09-20,"['linux', 'windows']",no disponible,16,2022-11-27
front end (angular) develop,Valencia,2022-10-18,"['aws', 'mongodb', 'json', 'angularjs', 'css', 'html']",39000.0,15,2022-11-27
